(-1.09000000e+02,1.33486501e-14)
(-1.10000000e+02,-2.50000000e+01)
(-1.12000000e+02,-5.00000000e+01)
(-1.13500000e+02,-7.50000000e+01)
(-1.15000000e+02,-1.00000000e+02)
(-1.16000000e+02,-1.25000000e+02)
(-1.17500000e+02,-1.50000000e+02)
(-1.25000000e+02,-1.50000000e+02)
(-1.50000000e+02,-1.50000000e+02)
(-1.75000000e+02,-1.50000000e+02)
(-2.00000000e+02,-1.50000000e+02)
(-2.25000000e+02,-1.50000000e+02)
(-2.25000000e+02,-1.75000000e+02)
(-2.25000000e+02,-2.00000000e+02)
(-2.25000000e+02,-2.20000000e+02)
(-2.00000000e+02,-2.20000000e+02)
(-1.75000000e+02,-2.20000000e+02)
(-1.50000000e+02,-2.20000000e+02)
(-1.25000000e+02,-2.20000000e+02)
(-1.00000000e+02,-2.20000000e+02)
(-7.50000000e+01,-2.20000000e+02)
(-5.00000000e+01,-2.20000000e+02)
(-2.50000000e+01,-2.20000000e+02)
(-2.68809972e-14,-2.19500000e+02)
(2.50000000e+01,-2.19000000e+02)
(5.00000000e+01,-2.17000000e+02)
(7.50000000e+01,-2.15000000e+02)
(1.00000000e+02,-2.12000000e+02)
(1.25000000e+02,-2.09000000e+02)
(1.50000000e+02,-2.03000000e+02)
(1.58000000e+02,-2.00000000e+02)
(1.75000000e+02,-1.90000000e+02)
(1.90000000e+02,-1.75000000e+02)
(2.03000000e+02,-1.50000000e+02)
(2.11000000e+02,-1.25000000e+02)
(2.20000000e+02,-1.00000000e+02)
(2.25000000e+02,-8.50000000e+01)
(2.09000000e+02,-8.50000000e+01)
(2.00000000e+02,-1.00000000e+02)
(1.82000000e+02,-1.25000000e+02)
(1.75000000e+02,-1.32000000e+02)
(1.50000000e+02,-1.45000000e+02)
(1.25000000e+02,-1.50000000e+02)
(1.00000000e+02,-1.50000000e+02)
(8.70000000e+01,-1.50000000e+02)
(8.75000000e+01,-1.25000000e+02)
(8.90000000e+01,-1.00000000e+02)
(9.20000000e+01,-7.50000000e+01)
(9.50000000e+01,-5.00000000e+01)
(1.00000000e+02,-2.50000000e+01)
(1.05000000e+02,-1.28587914e-14)
(1.13000000e+02,2.50000000e+01)
(1.22000000e+02,5.00000000e+01)
(1.36000000e+02,7.50000000e+01)
(1.52000000e+02,1.00000000e+02)
(1.70000000e+02,1.25000000e+02)
(1.86000000e+02,1.50000000e+02)
(1.89000000e+02,1.75000000e+02)
(1.78000000e+02,2.00000000e+02)
(1.75000000e+02,2.05000000e+02)
(1.50000000e+02,2.20000000e+02)
(1.25000000e+02,2.20000000e+02)
(1.00000000e+02,2.02000000e+02)
(8.50000000e+01,1.75000000e+02)
(7.70000000e+01,1.50000000e+02)
(7.30000000e+01,1.25000000e+02)
(7.00000000e+01,1.00000000e+02)
(6.75000000e+01,7.50000000e+01)
(6.50000000e+01,5.00000000e+01)
(6.20000000e+01,2.50000000e+01)
(6.00000000e+01,-7.34788079e-15)
(5.70000000e+01,-2.50000000e+01)
(5.45000000e+01,-5.00000000e+01)
(5.15000000e+01,-7.50000000e+01)
(4.90000000e+01,-1.00000000e+02)
(4.70000000e+01,-1.25000000e+02)
(4.50000000e+01,-1.50000000e+02)
(2.50000000e+01,-1.50000000e+02)
(-1.83697020e-14,-1.50000000e+02)
(-2.50000000e+01,-1.50000000e+02)
(-5.00000000e+01,-1.50000000e+02)
(-5.80000000e+01,-1.50000000e+02)
(-5.50000000e+01,-1.25000000e+02)
(-5.30000000e+01,-1.00000000e+02)
(-5.10000000e+01,-7.50000000e+01)
(-4.90000000e+01,-5.00000000e+01)
(-4.70000000e+01,-2.50000000e+01)
(-4.45000000e+01,5.44967826e-15)
(-4.20000000e+01,2.50000000e+01)
(-4.00000000e+01,5.00000000e+01)
(-3.85000000e+01,7.50000000e+01)
(-3.75000000e+01,1.00000000e+02)
(-3.70000000e+01,1.25000000e+02)
(-3.75000000e+01,1.50000000e+02)
(-4.30000000e+01,1.75000000e+02)
(-4.90000000e+01,1.85000000e+02)
(-6.60000000e+01,2.00000000e+02)
(-7.50000000e+01,2.05000000e+02)
(-1.00000000e+02,2.15000000e+02)
(-1.25000000e+02,2.18000000e+02)
(-1.50000000e+02,2.14000000e+02)
(-1.75000000e+02,2.03000000e+02)
(-1.79000000e+02,2.00000000e+02)
(-2.01500000e+02,1.75000000e+02)
(-2.13000000e+02,1.50000000e+02)
(-2.21000000e+02,1.25000000e+02)
(-2.26500000e+02,1.00000000e+02)
(-2.27500000e+02,8.80000000e+01)
(-2.10000000e+02,8.80000000e+01)
(-2.09000000e+02,1.00000000e+02)
(-2.00000000e+02,1.23000000e+02)
(-1.97000000e+02,1.25000000e+02)
(-1.75000000e+02,1.41000000e+02)
(-1.50000000e+02,1.44000000e+02)
(-1.25000000e+02,1.34000000e+02)
(-1.17000000e+02,1.25000000e+02)
(-1.09000000e+02,1.00000000e+02)
(-1.06000000e+02,7.50000000e+01)
(-1.06000000e+02,5.00000000e+01)
(-1.06500000e+02,2.50000000e+01)
